"CRUISE","AGENCY","SCIENTIST","PLATFORM","START TIME(UTC)","END TIME(UTC)","DURATION (DAYS)","STATION","LAT","LON","DATATYPE","FILENAME","FILE_URL","NETCDF_URL"
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-28 19:51:49","2014-08-28 19:51:49",0,P26,50.00067,-144.99867,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0104.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0104.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0104.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-28 12:42:15","2014-08-28 12:42:15",0,P26,49.99950,-145.00200,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0100.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0100.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0100.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-29 11:35:29","2014-08-29 11:35:29",0,P26,50.00000,-144.99967,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0109.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0109.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0109.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-28 11:47:05","2014-08-28 11:47:05",0,P26,49.99883,-144.99967,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0098.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0098.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0098.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-29 00:31:53","2014-08-29 00:31:53",0,P26,49.99967,-144.99983,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0105.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0105.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0105.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-28 16:32:50","2014-08-28 16:32:50",0,P26,50.00200,-145.00050,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0102.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0102.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0102.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-29 23:34:17","2014-08-29 23:34:17",0,P26,49.99850,-144.99933,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0113.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0113.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0113.ctd.nc
2014-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-02-19 19:24:02","2014-02-19 19:24:02",0,P26,50.00033,-144.99900,CTD,Cruise_Data/2014/2014-001/CTD/2014-001-0043.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-001/CTD/2014-001-0043.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-001-0043.ctd.nc
2014-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-02-20 03:13:49","2014-02-20 03:13:49",0,P26,49.99967,-144.99817,CTD,Cruise_Data/2014/2014-001/CTD/2014-001-0049.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-001/CTD/2014-001-0049.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-001-0049.ctd.nc
2014-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-02-20 02:26:34","2014-02-20 02:26:34",0,P26,50.00000,-144.99867,CTD,Cruise_Data/2014/2014-001/CTD/2014-001-0048.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-001/CTD/2014-001-0048.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-001-0048.ctd.nc
2014-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-02-19 15:32:49","2014-02-19 15:32:49",0,P26,49.99967,-144.99867,CTD,Cruise_Data/2014/2014-001/CTD/2014-001-0041.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-001/CTD/2014-001-0041.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-001-0041.ctd.nc
2014-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-02-20 00:16:44","2014-02-20 00:16:44",0,P26,50.00067,-144.99850,CTD,Cruise_Data/2014/2014-001/CTD/2014-001-0046.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-001/CTD/2014-001-0046.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-001-0046.ctd.nc
2014-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-06-17 12:31:34","2014-06-17 12:31:34",0,P26,50.00050,-144.99950,CTD,Cruise_Data/2014/2014-018/CTD/2014-018-0072.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-018/CTD/2014-018-0072.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-018-0072.ctd.nc
2014-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-06-17 21:30:11","2014-06-17 21:30:11",0,P26,50.00050,-144.99917,CTD,Cruise_Data/2014/2014-018/CTD/2014-018-0074.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-018/CTD/2014-018-0074.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-018-0074.ctd.nc
2014-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-06-18 02:41:07","2014-06-18 02:41:07",0,P26,50.00000,-144.99883,CTD,Cruise_Data/2014/2014-018/CTD/2014-018-0077.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-018/CTD/2014-018-0077.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-018-0077.ctd.nc
2014-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-06-19 11:37:09","2014-06-19 11:37:09",0,P26,50.00067,-144.99850,CTD,Cruise_Data/2014/2014-018/CTD/2014-018-0083.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-018/CTD/2014-018-0083.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-018-0083.ctd.nc
2014-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-06-18 07:17:29","2014-06-18 07:17:29",0,P26,49.99983,-144.99917,CTD,Cruise_Data/2014/2014-018/CTD/2014-018-0078.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-018/CTD/2014-018-0078.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-018-0078.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-26 22:12:07","2010-08-26 22:12:07",0,P26,50.00017,-145.00000,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0084.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-26 23:29:35","2010-08-26 23:29:35",0,P26,50.00167,-144.99933,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0086.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0086.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0086.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-27 05:30:49","2010-08-27 05:30:49",0,P26,50.00083,-144.99967,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0090.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0090.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0090.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-27 08:34:38","2010-08-27 08:34:38",0,P26,50.00033,-144.99917,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0092.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0092.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0092.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-27 16:58:30","2010-08-27 16:58:30",0,P26,49.99967,-144.99983,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0097.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0097.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0097.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-27 10:26:10","2010-08-27 10:26:10",0,P26,50.00067,-145.00033,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0093.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0093.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0093.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-27 21:30:27","2010-08-27 21:30:27",0,P26,49.99850,-144.99450,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0101.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0101.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0101.ctd.nc
2010-014,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-08-27 03:36:25","2010-08-27 03:36:25",0,P26,50.00083,-144.99900,CTD,Cruise_Data/2010/2010-014/CTD/2010-014-0088.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-014/CTD/2010-014-0088.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-014-0088.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-14 08:49:12","2010-06-14 08:49:12",0,P26,49.99967,-144.99817,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0052.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0052.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0052.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-17 23:04:24","2010-06-17 23:04:24",0,P26,50.00033,-145.00017,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0072.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0072.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0072.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-13 21:26:12","2010-06-13 21:26:12",0,P26,49.99983,-144.99850,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0048.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0048.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0048.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-14 07:10:38","2010-06-14 07:10:38",0,P26,50.00000,-144.99833,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0051.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0051.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0051.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-13 20:25:34","2010-06-13 20:25:34",0,P26,50.00017,-144.99767,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0047.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0047.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0047.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-17 05:49:16","2010-06-17 05:49:16",0,P26,49.99917,-145.00000,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0068.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0068.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0068.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-13 22:35:50","2010-06-13 22:35:50",0,P26,50.00017,-144.99767,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0049.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0049.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0049.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-14 03:01:14","2010-06-14 03:01:14",0,P26,50.00050,-144.99583,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0050.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0050.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0050.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-17 07:37:18","2010-06-17 07:37:18",0,P26,50.00000,-144.99900,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0069.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0069.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0069.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-17 01:41:20","2010-06-17 01:41:20",0,P26,49.99950,-144.99950,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0065.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0065.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0065.ctd.nc
2010-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2010-06-17 03:37:36","2010-06-17 03:37:36",0,P26,49.99867,-144.99967,CTD,Cruise_Data/2010/2010-013/CTD/2010-013-0067.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2010/2010-013/CTD/2010-013-0067.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2010-013-0067.ctd.nc
2018-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-06-13 19:17:50","2018-06-13 19:17:50",0,P26,50.00167,-145.00083,CTD,Cruise_Data/2018/2018-026/CTD/2018-026-0081.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-026/CTD/2018-026-0081.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-026-0081.ctd.nc
2018-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-06-13 18:31:56","2018-06-13 18:31:56",0,P26,50.00233,-145.00017,CTD,Cruise_Data/2018/2018-026/CTD/2018-026-0080.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-026/CTD/2018-026-0080.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-026-0080.ctd.nc
2018-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-06-14 01:20:46","2018-06-14 01:20:46",0,P26,49.99867,-144.99933,CTD,Cruise_Data/2018/2018-026/CTD/2018-026-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-026/CTD/2018-026-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-026-0084.ctd.nc
2018-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-06-14 00:10:11","2018-06-14 00:10:11",0,P26,49.99833,-145.00083,CTD,Cruise_Data/2018/2018-026/CTD/2018-026-0083.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-026/CTD/2018-026-0083.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-026-0083.ctd.nc
2018-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-06-13 14:26:44","2018-06-13 14:26:44",0,P26,50.00067,-144.99883,CTD,Cruise_Data/2018/2018-026/CTD/2018-026-0076.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-026/CTD/2018-026-0076.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-026-0076.ctd.nc
2018-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","Sir Wilfrid Laurier","2018-02-26 22:03:10","2018-02-26 22:03:10",0,P26,50.00050,-144.99967,CTD,Cruise_Data/2018/2018-001/CTD/2018-001-0056.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-001/CTD/2018-001-0056.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-001-0056.ctd.nc
2018-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","Sir Wilfrid Laurier","2018-02-26 16:22:04","2018-02-26 16:22:04",0,P26,49.99733,-144.99900,CTD,Cruise_Data/2018/2018-001/CTD/2018-001-0053.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-001/CTD/2018-001-0053.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-001-0053.ctd.nc
2018-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","Sir Wilfrid Laurier","2018-02-27 00:07:36","2018-02-27 00:07:36",0,P26,49.99933,-144.99950,CTD,Cruise_Data/2018/2018-001/CTD/2018-001-0058.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-001/CTD/2018-001-0058.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-001-0058.ctd.nc
2017-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-02-12 06:12:45","2017-02-12 06:12:45",0,P26,50.00183,-144.99850,CTD,Cruise_Data/2017/2017-001/CTD/2017-001-0044.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-001/CTD/2017-001-0044.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-001-0044.ctd.nc
2017-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-02-12 09:32:16","2017-02-12 09:32:16",0,P26,50.00183,-144.99850,CTD,Cruise_Data/2017/2017-001/CTD/2017-001-0047.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-001/CTD/2017-001-0047.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-001-0047.ctd.nc
2017-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-02-12 16:33:22","2017-02-12 16:33:22",0,P26,50.00017,-145.00017,CTD,Cruise_Data/2017/2017-001/CTD/2017-001-0051.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-001/CTD/2017-001-0051.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-001-0051.ctd.nc
2017-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-02-12 12:05:28","2017-02-12 12:05:28",0,P26,50.00017,-144.99983,CTD,Cruise_Data/2017/2017-001/CTD/2017-001-0050.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-001/CTD/2017-001-0050.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-001-0050.ctd.nc
2017-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-02-12 10:04:32","2017-02-12 10:04:32",0,P26,50.00133,-144.99900,CTD,Cruise_Data/2017/2017-001/CTD/2017-001-0048.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-001/CTD/2017-001-0048.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-001-0048.ctd.nc
2017-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-08-25 08:44:28","2017-08-25 08:44:28",0,P26,49.99900,-144.99767,CTD,Cruise_Data/2017/2017-008/CTD/2017-008-0089.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-008/CTD/2017-008-0089.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-008-0089.ctd.nc
2017-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-08-25 08:14:12","2017-08-25 08:14:12",0,P26,50.00117,-144.99900,CTD,Cruise_Data/2017/2017-008/CTD/2017-008-0088.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-008/CTD/2017-008-0088.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-008-0088.ctd.nc
2017-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-08-24 22:11:28","2017-08-24 22:11:28",0,P26,50.00033,-145.00000,CTD,Cruise_Data/2017/2017-008/CTD/2017-008-0082.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-008/CTD/2017-008-0082.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-008-0082.ctd.nc
2017-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-08-24 20:45:06","2017-08-24 20:45:06",0,P26,49.99800,-144.99800,CTD,Cruise_Data/2017/2017-008/CTD/2017-008-0080.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-008/CTD/2017-008-0080.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-008-0080.ctd.nc
2017-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-08-25 05:15:50","2017-08-25 05:15:50",0,P26,49.99967,-144.99817,CTD,Cruise_Data/2017/2017-008/CTD/2017-008-0086.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-008/CTD/2017-008-0086.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-008-0086.ctd.nc
2017-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-06-12 21:51:29","2017-06-12 21:51:29",0,P26,50.00017,-144.99967,CTD,Cruise_Data/2017/2017-006/CTD/2017-006-0087.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-006/CTD/2017-006-0087.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-006-0087.ctd.nc
2017-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-06-13 15:54:18","2017-06-13 15:54:18",0,P26,50.00017,-145.00417,CTD,Cruise_Data/2017/2017-006/CTD/2017-006-0096.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-006/CTD/2017-006-0096.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-006-0096.ctd.nc
2017-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-06-13 11:33:32","2017-06-13 11:33:32",0,P26,49.99983,-145.00317,CTD,Cruise_Data/2017/2017-006/CTD/2017-006-0092.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-006/CTD/2017-006-0092.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-006-0092.ctd.nc
2017-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-06-13 02:19:17","2017-06-13 02:19:17",0,P26,50.00000,-144.99967,CTD,Cruise_Data/2017/2017-006/CTD/2017-006-0091.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-006/CTD/2017-006-0091.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-006-0091.ctd.nc
2017-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2017-06-12 17:06:38","2017-06-12 17:06:38",0,P26,49.99983,-144.99850,CTD,Cruise_Data/2017/2017-006/CTD/2017-006-0085.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2017/2017-006/CTD/2017-006-0085.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2017-006-0085.ctd.nc
2018-040,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-09-20 11:38:55","2018-09-20 11:38:55",0,P26,50.00133,-144.99650,CTD,Cruise_Data/2018/2018-040/CTD/2018-040-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-040/CTD/2018-040-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-040-0084.ctd.nc
2018-040,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-09-20 08:04:31","2018-09-20 08:04:31",0,P26,50.00100,-145.00200,CTD,Cruise_Data/2018/2018-040/CTD/2018-040-0080.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-040/CTD/2018-040-0080.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-040-0080.ctd.nc
2018-040,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-09-20 11:02:12","2018-09-20 11:02:12",0,P26,49.99967,-145.00117,CTD,Cruise_Data/2018/2018-040/CTD/2018-040-0083.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-040/CTD/2018-040-0083.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-040-0083.ctd.nc
2018-040,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2018-09-20 21:19:36","2018-09-20 21:19:36",0,P26,50.00050,-144.99933,CTD,Cruise_Data/2018/2018-040/CTD/2018-040-0089.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2018/2018-040/CTD/2018-040-0089.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2018-040-0089.ctd.nc
