"CRUISE","AGENCY","SCIENTIST","PLATFORM","START TIME(UTC)","END TIME(UTC)","DURATION (DAYS)","STATION","LAT","LON","DATATYPE","FILENAME","FILE_URL","NETCDF_URL"
2012-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-08-24 12:49:02","2012-08-24 12:49:02",0,P26,50.00400,-144.87150,CTD,Cruise_Data/2012/2012-013/CTD/2012-013-0066.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-013/CTD/2012-013-0066.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-013-0066.ctd.nc
2012-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-08-25 16:07:27","2012-08-25 16:07:27",0,P26,50.00000,-144.99933,CTD,Cruise_Data/2012/2012-013/CTD/2012-013-0079.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-013/CTD/2012-013-0079.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-013-0079.ctd.nc
2012-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-08-24 18:45:01","2012-08-24 18:45:01",0,P26,50.00100,-145.00150,CTD,Cruise_Data/2012/2012-013/CTD/2012-013-0069.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-013/CTD/2012-013-0069.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-013-0069.ctd.nc
2012-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-08-24 19:32:37","2012-08-24 19:32:37",0,P26,50.00267,-145.00267,CTD,Cruise_Data/2012/2012-013/CTD/2012-013-0070.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-013/CTD/2012-013-0070.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-013-0070.ctd.nc
2012-013,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-08-25 05:37:44","2012-08-25 05:37:44",0,P26,49.99883,-144.99733,CTD,Cruise_Data/2012/2012-013/CTD/2012-013-0076.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-013/CTD/2012-013-0076.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-013-0076.ctd.nc
2012-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-02-15 08:36:52","2012-02-15 08:36:52",0,P26,50.00000,-145.00167,CTD,Cruise_Data/2012/2012-001/CTD/2012-001-0038.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-001/CTD/2012-001-0038.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-001-0038.ctd.nc
2012-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-02-15 16:20:13","2012-02-15 16:20:13",0,P26,49.99950,-144.99900,CTD,Cruise_Data/2012/2012-001/CTD/2012-001-0046.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-001/CTD/2012-001-0046.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-001-0046.ctd.nc
2012-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-02-15 19:50:52","2012-02-15 19:50:52",0,P26,50.00050,-145.00033,CTD,Cruise_Data/2012/2012-001/CTD/2012-001-0050.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-001/CTD/2012-001-0050.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-001-0050.ctd.nc
2012-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-02-15 14:48:10","2012-02-15 14:48:10",0,P26,49.99983,-144.99967,CTD,Cruise_Data/2012/2012-001/CTD/2012-001-0044.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-001/CTD/2012-001-0044.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-001-0044.ctd.nc
2012-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-02-15 11:57:06","2012-02-15 11:57:06",0,P26,50.00067,-145.00050,CTD,Cruise_Data/2012/2012-001/CTD/2012-001-0040.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-001/CTD/2012-001-0040.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-001-0040.ctd.nc
2012-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2012-02-15 18:48:42","2012-02-15 18:48:42",0,P26,50.00033,-144.99967,CTD,Cruise_Data/2012/2012-001/CTD/2012-001-0049.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2012/2012-001/CTD/2012-001-0049.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2012-001-0049.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-16 15:49:08","2013-06-16 15:49:08",0,P26,49.99917,-145.00250,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0082.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0082.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0082.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-16 20:47:00","2013-06-16 20:47:00",0,P26,50.00200,-145.00033,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0084.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-19 16:01:52","2013-06-19 16:01:52",0,P26,50.00067,-144.99917,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0099.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0099.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0099.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-19 14:38:00","2013-06-19 14:38:00",0,P26,50.00000,-144.99900,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0098.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0098.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0098.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-16 14:33:04","2013-06-16 14:33:04",0,P26,49.99933,-145.00267,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0081.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0081.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0081.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-16 13:51:17","2013-06-16 13:51:17",0,P26,49.99850,-145.00250,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0080.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0080.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0080.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-18 03:02:31","2013-06-18 03:02:31",0,P26,50.00017,-144.99867,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0091.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0091.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0091.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-16 22:44:33","2013-06-16 22:44:33",0,P26,50.00050,-144.99867,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0085.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0085.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0085.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-18 06:56:44","2013-06-18 06:56:44",0,P26,50.00050,-144.99983,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0092.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0092.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0092.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-17 14:33:31","2013-06-17 14:33:31",0,P26,49.99950,-144.99750,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0087.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0087.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0087.ctd.nc
2013-017,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-06-17 01:41:11","2013-06-17 01:41:11",0,P26,50.00067,-144.99983,CTD,Cruise_Data/2013/2013-017/CTD/2013-017-0086.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-017/CTD/2013-017-0086.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-017-0086.ctd.nc
2013-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-02-12 19:27:47","2013-02-12 19:27:47",0,P26,49.99983,-145.00033,CTD,Cruise_Data/2013/2013-001/CTD/2013-001-0041.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-001/CTD/2013-001-0041.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-001-0041.ctd.nc
2013-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-02-13 06:29:41","2013-02-13 06:29:41",0,P26,50.00033,-144.99983,CTD,Cruise_Data/2013/2013-001/CTD/2013-001-0052.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-001/CTD/2013-001-0052.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-001-0052.ctd.nc
2013-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-02-12 20:31:14","2013-02-12 20:31:14",0,P26,50.00017,-144.99983,CTD,Cruise_Data/2013/2013-001/CTD/2013-001-0042.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-001/CTD/2013-001-0042.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-001-0042.ctd.nc
2013-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-08-30 23:12:03","2013-08-30 23:12:03",0,P26,50.00033,-144.99883,CTD,Cruise_Data/2013/2013-018/CTD/2013-018-0077.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-018/CTD/2013-018-0077.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-018-0077.ctd.nc
2013-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-08-31 17:02:49","2013-08-31 17:02:49",0,P26,49.99900,-144.99983,CTD,Cruise_Data/2013/2013-018/CTD/2013-018-0085.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-018/CTD/2013-018-0085.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-018-0085.ctd.nc
2013-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-08-31 03:10:09","2013-08-31 03:10:09",0,P26,49.99850,-144.99900,CTD,Cruise_Data/2013/2013-018/CTD/2013-018-0079.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-018/CTD/2013-018-0079.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-018-0079.ctd.nc
2013-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-08-31 01:16:03","2013-08-31 01:16:03",0,P26,50.00117,-144.99833,CTD,Cruise_Data/2013/2013-018/CTD/2013-018-0078.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-018/CTD/2013-018-0078.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-018-0078.ctd.nc
2013-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-08-31 11:33:42","2013-08-31 11:33:42",0,P26,50.00000,-145.00150,CTD,Cruise_Data/2013/2013-018/CTD/2013-018-0083.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-018/CTD/2013-018-0083.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-018-0083.ctd.nc
2013-018,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2013-08-31 20:01:39","2013-08-31 20:01:39",0,P26,49.99967,-144.99933,CTD,Cruise_Data/2013/2013-018/CTD/2013-018-0089.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2013/2013-018/CTD/2013-018-0089.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2013-018-0089.ctd.nc
2016-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-02-16 08:19:31","2016-02-16 08:19:31",0,P26,49.99983,-145.00033,CTD,Cruise_Data/2016/2016-001/CTD/2016-001-0065.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-001/CTD/2016-001-0065.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-001-0065.ctd.nc
2016-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-02-16 13:49:13","2016-02-16 13:49:13",0,P26,50.00000,-144.99833,CTD,Cruise_Data/2016/2016-001/CTD/2016-001-0067.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-001/CTD/2016-001-0067.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-001-0067.ctd.nc
2016-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-02-16 17:17:09","2016-02-16 17:17:09",0,P26,49.99867,-144.99950,CTD,Cruise_Data/2016/2016-001/CTD/2016-001-0069.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-001/CTD/2016-001-0069.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-001-0069.ctd.nc
2016-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-02-16 16:08:29","2016-02-16 16:08:29",0,P26,49.99983,-144.99883,CTD,Cruise_Data/2016/2016-001/CTD/2016-001-0068.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-001/CTD/2016-001-0068.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-001-0068.ctd.nc
2016-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-02-16 09:14:35","2016-02-16 09:14:35",0,P26,49.99867,-145.00067,CTD,Cruise_Data/2016/2016-001/CTD/2016-001-0066.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-001/CTD/2016-001-0066.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-001-0066.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-25 21:29:51","2016-08-25 21:29:51",0,P26,50.00067,-144.99917,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0085.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0085.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0085.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-27 02:03:48","2016-08-27 02:03:48",0,P26,49.99933,-145.00050,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0094.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0094.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0094.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-25 20:48:45","2016-08-25 20:48:45",0,P26,50.00150,-144.99783,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0084.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-26 06:31:43","2016-08-26 06:31:43",0,P26,49.99867,-145.00000,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0088.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0088.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0088.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-25 22:49:58","2016-08-25 22:49:58",0,P26,50.00000,-145.00000,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0086.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0086.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0086.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-26 11:59:38","2016-08-26 11:59:38",0,P26,49.99967,-145.00000,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0090.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0090.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0090.ctd.nc
2016-008,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-08-26 13:55:34","2016-08-26 13:55:34",0,P26,49.99933,-145.00217,CTD,Cruise_Data/2016/2016-008/CTD/2016-008-0091.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-008/CTD/2016-008-0091.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-008-0091.ctd.nc
2016-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-06-13 23:42:59","2016-06-13 23:42:59",0,P26,50.00017,-145.00000,CTD,Cruise_Data/2016/2016-006/CTD/2016-006-0082.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-006/CTD/2016-006-0082.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-006-0082.ctd.nc
2016-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-06-14 03:57:12","2016-06-14 03:57:12",0,P26,50.00017,-144.99883,CTD,Cruise_Data/2016/2016-006/CTD/2016-006-0083.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-006/CTD/2016-006-0083.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-006-0083.ctd.nc
2016-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-06-13 22:32:28","2016-06-13 22:32:28",0,P26,50.00033,-144.99883,CTD,Cruise_Data/2016/2016-006/CTD/2016-006-0081.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-006/CTD/2016-006-0081.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-006-0081.ctd.nc
2016-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-06-14 21:57:48","2016-06-14 21:57:48",0,P26,50.00033,-144.99983,CTD,Cruise_Data/2016/2016-006/CTD/2016-006-0093.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-006/CTD/2016-006-0093.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-006-0093.ctd.nc
2016-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-06-14 11:05:05","2016-06-14 11:05:05",0,P26,50.00033,-144.99750,CTD,Cruise_Data/2016/2016-006/CTD/2016-006-0085.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-006/CTD/2016-006-0085.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-006-0085.ctd.nc
2016-006,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2016-06-14 04:40:17","2016-06-14 04:40:17",0,P26,50.00000,-144.99917,CTD,Cruise_Data/2016/2016-006/CTD/2016-006-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2016/2016-006/CTD/2016-006-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2016-006-0084.ctd.nc
2011-027,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-08-26 16:22:35","2011-08-26 16:22:35",0,P26,49.99967,-144.99983,CTD,Cruise_Data/2011/2011-027/CTD/2011-027-0070.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-027/CTD/2011-027-0070.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-027-0070.ctd.nc
2011-027,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-08-26 20:57:53","2011-08-26 20:57:53",0,P26,49.99900,-144.99900,CTD,Cruise_Data/2011/2011-027/CTD/2011-027-0071.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-027/CTD/2011-027-0071.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-027-0071.ctd.nc
2011-027,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-08-26 23:39:43","2011-08-26 23:39:43",0,P26,50.00150,-145.00383,CTD,Cruise_Data/2011/2011-027/CTD/2011-027-0073.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-027/CTD/2011-027-0073.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-027-0073.ctd.nc
2011-027,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-08-26 10:04:13","2011-08-26 10:04:13",0,P26,50.00033,-144.99967,CTD,Cruise_Data/2011/2011-027/CTD/2011-027-0067.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-027/CTD/2011-027-0067.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-027-0067.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-13 00:35:14","2011-06-13 00:35:14",0,P26,50.00200,-144.99900,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0085.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0085.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0085.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-12 02:34:54","2011-06-12 02:34:54",0,P26,50.00083,-145.00033,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0076.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0076.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0076.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-13 19:41:16","2011-06-13 19:41:16",0,P26,50.00017,-144.99767,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0093.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0093.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0093.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-12 04:54:48","2011-06-12 04:54:48",0,P26,50.00000,-145.00183,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0078.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0078.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0078.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-12 15:21:10","2011-06-12 15:21:10",0,P26,49.99867,-144.99983,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0082.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0082.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0082.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-12 03:59:30","2011-06-12 03:59:30",0,P26,49.99917,-144.99900,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0077.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0077.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0077.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-12 23:00:10","2011-06-12 23:00:10",0,P26,50.00267,-145.01200,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0084.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0084.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0084.ctd.nc
2011-026,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-06-13 04:50:21","2011-06-13 04:50:21",0,P26,50.00050,-144.99650,CTD,Cruise_Data/2011/2011-026/CTD/2011-026-0087.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-026/CTD/2011-026-0087.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-026-0087.ctd.nc
2011-001,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2011-02-15 23:33:24","2011-02-15 23:33:24",0,P26,49.99617,-144.99650,CTD,Cruise_Data/2011/2011-001/CTD/2011-001-0058.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2011/2011-001/CTD/2011-001-0058.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2011-001-0058.ctd.nc
2014-019,"IOS, Ocean Sciences Division, Sidney, B.C.","Robert M.","John P. Tully","2014-08-29 21:33:36","2014-08-29 21:33:36",0,P26,49.99817,-144.99800,CTD,Cruise_Data/2014/2014-019/CTD/2014-019-0112.ctd,www.waterproperties.ca/osd_data_archive/Cruise_Data/2014/2014-019/CTD/2014-019-0112.ctd,www.waterproperties.ca/osd_data_archive/netCDF_Data/CTD/2014-019-0112.ctd.nc
